311119,8-42,2
311491,8-42,2
312484,8-10,1
313067,8-28,1
313086,8-55,6
313220,8-41,3
313235,8-43,1
315552,8-50,1
315991,8-39,1
316090,8-48,1
316766,8-41,3
317000,8-5,2
317011,8-48,1
319240,8-43,1
319544,8-31,6
319638,8-42,1
319937,8-39,1
319964,8-15,1
320430,8-53,4
320856,8-84,4
321470,8-54,1
322291,8-17,1
323003,8-30,6
323057,8-5,1
323551,8-28,3
323564,8-34,1
323605,8-5,1
323945,8-28,1
324041,8-9,1
325094,8-36,1
325381,8-6,1
325392,8-47,3
326085,8-59,1
326403,8-65,1
326580,8-43,2
326594,8-50,1
326851,8-38,4
327342,8-32,3
327474,8-44,4
328547,8-50,2
328863,8-38,2
329325,8-17,4
329332,8-76,4
329631,8-48,3
329989,8-9,2
330473,8-77,5
330510,8-22,3
330851,8-10,1
331964,8-5,3
332378,8-33,3
332972,8-51,1
333091,8-44,2
333386,8-60,2
333787,8-9,1
334916,8-41,1
335337,8-85,9
335394,8-46,3
336172,8-5,1
337290,8-46,3
337808,8-7,2
338372,8-34,1
338603,8-50,3
338726,8-24,1
339103,8-66,2
339288,8-14,3
339637,8-33,1
339902,8-7,2
340068,8-58,1
340806,8-40,2
341467,8-54,5
341522,8-7,1
341753,8-26,1
342292,8-46,1
343122,8-46,1
343171,8-47,3
343467,8-37,1
343701,8-33,1
344034,8-6,2
344092,8-49,1
344675,8-41,2
345604,8-33,1
345734,8-23,1
346093,8-5,2
346128,8-40,1
346402,8-52,5
346595,8-31,1
346914,8-46,1
347517,8-46,6
348343,8-50,1
348734,8-5,2
349899,8-39,4
350186,8-57,1
350416,8-35,1
350879,8-5,1
351112,8-6,1
351701,8-39,1
352689,8-50,1
353747,8-31,1
354307,8-20,1
354883,8-31,2
355157,8-5,1
355483,8-46,4
356068,8-48,1
356663,8-28,1
356812,8-16,2
356966,8-33,1
357644,8-19,1
357877,8-10,1
358953,8-28,4
359563,8-41,6
359711,8-41,2
360074,8-51,1
360307,8-7,2
360720,8-31,2
361114,8-6,2
361141,8-48,1
361730,8-72,2
362906,8-47,2
363727,8-49,2
364164,8-51,1
364863,8-38,3
365723,8-26,2
365883,8-49,1
366438,8-5,1
367841,8-29,2
368225,8-39,1
368472,8-20,3
368871,8-48,1
370392,8-5,2
371409,8-17,1
371656,8-31,2
371887,8-5,3
372228,8-56,1
372829,8-78,4
372880,8-40,3
372953,8-11,1
373282,8-65,1
373839,8-5,2
374792,8-67,7
375760,8-6,1
376144,8-48,1
377455,8-41,1
378083,8-35,1
378157,8-47,2
379617,8-57,1
379683,8-51,5
379751,8-24,4
380552,8-23,3
381706,8-41,3
382054,8-28,3
382137,8-48,1
382967,8-9,1
383434,8-40,2
384000,8-54,4
384418,8-43,2
385204,8-47,6
385310,8-46,1
385377,8-45,2
385884,8-5,1
386062,8-37,1
386442,8-6,2
386522,8-33,1
387099,8-40,2
387231,8-48,1
387483,8-31,2
387563,8-47,1
387719,8-14,1
387944,8-10,1
387991,8-7,1
388109,8-50,1
388270,8-34,4
388272,8-41,2
389054,8-45,1
389057,8-32,1
389114,8-31,4
389126,8-43,2
389291,8-29,2
389352,8-21,4
389476,8-5,3
389871,8-23,1
389980,8-48,1
390193,8-57,3
390231,8-42,2
390691,8-40,4
390929,8-5,2
391090,8-49,1
391382,8-48,1
391814,8-32,2
391888,8-54,1
392285,8-29,1
393149,8-47,3
393281,8-50,1
395152,8-5,2
395190,8-20,2
395338,8-60,1
396275,8-46,5
396662,8-23,1
396748,8-47,1
396809,8-45,6
396819,8-5,2
397419,8-41,1
397636,8-40,2
398207,8-44,2
398396,8-31,1
399150,8-44,2
399513,8-34,1
399529,8-23,1
399972,8-40,2
400815,8-18,2
401734,8-6,2
402257,8-16,4
402991,8-40,1
404961,8-38,1
405130,8-8,2
405478,8-63,2
405828,8-6,1
405868,8-13,1
406563,8-38,1
406735,8-20,1
407273,8-9,2
408057,8-31,1
408185,8-8,1
408361,8-38,1
408700,8-17,2
409261,8-14,1
409646,8-37,2
410092,8-44,2
411151,8-6,1
411396,8-25,1
413030,8-17,2
413843,8-49,5
413979,8-47,3
414632,8-32,3
414685,8-54,2
414770,8-46,2
415058,8-44,2
415289,8-46,1
415821,8-63,4
415860,8-44,1
415943,8-25,2
416442,8-28,1
416715,8-39,1
416959,8-29,5
417161,8-31,2
417222,8-46,1
417350,8-53,2
417886,8-37,3
418166,8-47,1
419267,8-5,1
419269,8-47,2
419494,8-6,2
420507,8-49,3
420793,8-50,1
420976,8-19,1
421687,8-50,2
421739,8-20,1
422831,8-35,1
422866,8-25,2
422989,8-6,1
423514,8-37,2
423665,8-6,1
424146,8-5,2
424905,8-33,1
424944,8-39,1
425026,8-65,1
425395,8-22,1
425645,8-25,2
427230,8-5,2
427584,8-6,1
427655,8-49,1
428108,8-11,3
428509,8-54,5
428558,8-37,1
428930,8-38,2
429332,8-44,2
429600,8-41,1
429621,8-37,1
429762,8-51,2
429826,8-49,4
430321,8-85,1
430387,8-45,4
430728,8-70,1
432004,8-37,4
432246,8-50,4
432383,8-44,2
432931,8-40,3
433097,8-41,1
433197,8-41,2
433336,8-8,1
434305,8-7,2
434366,8-6,1
434411,8-69,2
434862,8-41,2
435342,8-51,2
435874,8-10,1
436011,8-5,2
437019,8-36,2
437156,8-51,1
437349,8-46,1
437355,8-45,2
437542,8-33,2
437843,8-20,1
437850,8-50,2
437927,8-61,1
437957,8-43,1
438199,8-34,1
438642,8-5,2
439034,8-49,1
439256,8-5,2
440330,8-39,1
440738,8-43,1
440816,8-5,3
441106,8-52,4
441333,8-34,1
441451,8-48,1
441906,8-40,2
442425,8-53,3
443270,8-71,2
443718,8-10,1
443974,8-48,1
444461,8-28,3
444631,8-5,2
444661,8-26,1
445138,8-46,2
445241,8-44,3
445529,8-14,1
445888,8-21,1
446039,8-44,3
446321,8-48,2
446341,8-5,2
447768,8-24,4
448163,8-36,1
448670,8-20,1
448729,8-33,1
448747,8-29,2
448875,8-64,2
448879,8-47,4
449081,8-50,1
449167,8-52,4
449230,8-37,2
449692,8-58,2
449972,8-42,1
450205,8-44,1
450594,8-43,5
451143,8-11,1
452198,8-35,1
452731,8-73,7
452823,8-64,5
452843,8-40,2
453919,8-25,1
454209,8-28,1
454606,8-36,1
454824,8-11,1
455170,8-52,2
455207,8-43,4
455970,8-20,3
456631,8-47,2
456734,8-5,1
457921,8-29,1
458178,8-53,4
458370,8-48,1
458646,8-44,1
459039,8-48,2
459045,8-49,1
459192,8-41,2
460505,8-9,1
460969,8-49,1
461301,8-45,1
461743,8-35,1
461930,8-26,1
462638,8-22,1
462787,8-30,1
463222,8-64,5
463462,8-32,1
463543,8-49,3
464629,8-43,4
464652,8-42,1
464753,8-30,1
465485,8-38,3
465544,8-41,3
466048,8-47,1
466986,8-43,1
468299,8-50,4
469348,8-5,3
469898,8-53,3
470067,8-47,1
470526,8-21,1
470873,8-70,5
470892,8-36,1
471396,8-28,1
471485,8-39,4
472095,8-44,1
473846,8-42,1
474022,8-5,2
474276,8-30,1
474612,8-26,1
474616,8-45,3
475182,8-5,2
475294,8-17,3
475458,8-5,1
475797,8-5,3
476588,8-27,2
476791,8-48,5
476827,8-52,1
476854,8-50,1
476867,8-54,1
477007,8-50,2
477069,8-41,2
477137,8-48,1
477484,8-49,1
477616,8-43,2
477648,8-49,1
477818,8-47,1
477837,8-49,4
477842,8-45,1
478608,8-40,2
478630,8-104,1
478793,8-44,4
478824,8-51,1
478828,8-47,1
478859,8-37,4
478867,8-46,3
478889,8-43,3
478909,8-38,1
478957,8-5,1
478982,8-28,2
479056,8-46,4
479065,8-50,1
479255,8-49,6
479488,8-40,2
479521,8-31,3
479543,8-39,2
479823,8-25,1
479913,8-48,1
479920,8-26,1
479922,8-55,3
480063,8-33,1
480121,8-16,1
480364,8-44,6
480686,8-85,6
481015,8-19,2
481106,8-40,1
481226,8-47,2
481420,8-51,3
481487,8-34,1
481516,8-7,1
481733,8-21,1
482314,8-31,1
482397,8-46,1
482508,8-47,4
482712,8-36,2
483342,8-43,5
483826,8-40,1
483959,8-54,3
483976,8-38,2
484023,8-48,1
484114,8-32,1
484168,8-48,1
484192,8-42,5
484466,8-33,1
484763,8-37,2
485198,8-55,3
485516,8-56,1
485710,8-39,1
485747,8-51,1
486277,8-34,2
486535,8-37,4
487010,8-9,1
487855,8-42,2
488063,8-43,2
488083,8-5,2
488489,8-29,3
488559,8-45,1
488881,8-24,3
489065,8-36,1
490086,8-31,2
490874,8-35,2
490983,8-21,1
491356,8-82,5
491685,8-39,2
491763,8-5,1
492215,8-44,2
492454,8-47,1
493701,8-45,3
493749,8-15,3
494144,8-5,1
494386,8-47,2
494787,8-36,3
495370,8-50,1
495628,8-38,2
495893,8-38,3
496000,8-46,1
496155,8-9,1
496418,8-37,1
496431,8-5,1
496579,8-52,4
496596,8-43,1
496784,8-44,1
496933,8-47,2
497552,8-41,1
498135,8-34,6
498269,8-35,1
498678,8-46,2
498854,8-47,3
498955,8-53,2
499194,8-46,1
499539,8-31,2
499598,8-35,1
499914,8-37,4
499982,8-35,3
500144,8-42,4
500225,8-20,1
501493,8-41,1
501651,8-44,1
502267,8-34,1
502367,8-35,1
503293,8-50,4
503329,8-18,1
503352,8-50,1
503906,8-40,1
504309,8-49,1
505170,8-23,1
506557,8-44,2
507087,8-42,1
507191,8-30,1
507389,8-47,2
507459,8-45,3
507470,8-45,3
507496,8-46,3
507553,8-35,1
508038,8-52,2
508109,8-39,2
508270,8-47,1
509662,8-55,4
509907,8-46,2
510264,8-43,1
510505,8-39,2
511201,8-20,1
512374,8-30,3
513614,8-29,1
513615,8-33,1
514556,8-53,4
515066,8-49,2
515348,8-15,1
515905,8-40,1
516089,8-5,2
516261,8-24,2
516554,8-42,1
517127,8-47,1
517329,8-32,3
517373,8-45,1
517497,8-43,2
517778,8-42,1
518008,8-38,1
519126,8-47,1
519310,8-34,2
519765,8-39,2
519867,8-36,2
520354,8-37,2
520404,8-58,1
520438,8-28,4
520495,8-28,4
520573,8-22,1
521245,8-28,1
521539,8-32,5
522003,8-51,5
522123,8-40,2
522474,8-12,1
522538,8-30,1
523259,8-39,2
523573,8-64,1
523810,8-28,1
523862,8-43,1
524290,8-42,2
525400,8-47,1
526263,8-46,2
526646,8-42,2
526676,8-66,1
526749,8-49,3
526939,8-33,1
527206,8-37,2
527360,8-21,1
527803,8-49,1
528061,8-39,2
528187,8-44,1
528532,8-44,4
528717,8-49,1
528860,8-93,1
529016,8-33,1
529526,8-37,1
529593,8-5,2
530056,8-5,1
530740,8-55,5
530765,8-48,4
530923,8-32,5
531412,8-5,1
531578,8-28,3
531982,8-46,1
532055,8-48,1
532318,8-48,1
532365,8-5,1
532562,8-40,2
533356,8-8,2
533979,8-44,1
534375,8-40,1
535408,8-49,3
535820,8-34,3
536183,8-41,1
536329,8-38,2
536718,8-51,2
536732,8-59,1
536750,8-5,1
536922,8-24,8
537254,8-57,1
538026,8-56,1
538155,8-30,2
538259,8-6,1
538485,8-31,1
538492,8-33,2
538578,8-5,1
538817,8-57,4
538914,8-46,1
539120,8-36,3
539346,8-41,2
540090,8-48,1
541121,8-38,2
541380,8-42,1
541712,8-5,1
542479,8-6,2
542984,8-30,2
543932,8-42,3
543950,8-65,1
544218,8-40,1
544707,8-16,1
544847,8-29,1
544937,8-46,1
545042,8-45,1
546122,8-51,1
546123,8-40,1
547289,8-14,1
547422,8-52,3
547767,8-50,1
548863,8-24,3
549214,8-41,1
549283,8-45,3
549366,8-29,1
550059,8-50,4
550063,8-34,3
550288,8-56,1
550400,8-5,1
550806,8-51,2
550855,8-49,1
551118,8-5,1
551306,8-39,1
551472,8-13,1
551590,8-26,1
551769,8-47,3
551871,8-48,3
551893,8-56,1
552056,8-18,2
552160,8-41,2
552205,8-41,1
552307,8-33,3
552577,8-41,3
553142,8-50,3
553202,8-19,1
553799,8-28,2
553889,8-5,2
553914,8-30,4
553930,8-5,1
554147,8-20,1
554346,8-42,1
554537,8-41,1
554903,8-44,3
555495,8-53,2
556089,8-46,1
556276,8-38,1
556463,8-49,1
556476,8-48,3
556814,8-53,1
557127,8-46,2
557189,8-26,1
557340,8-45,1
557610,8-40,1
557619,8-33,3
557676,8-63,3
557963,8-45,1
558179,8-58,4
558210,8-92,1
558638,8-54,4
558853,8-47,1
559033,8-41,1
559569,8-47,3
559999,8-47,5
560122,8-38,1
560977,8-40,1
561586,8-47,2
561808,8-44,4
562049,8-48,2
562433,8-49,1
562558,8-43,1
563658,8-50,2
563777,8-44,1
564171,8-5,1
564768,8-22,1
565228,8-52,1
565632,8-28,1
565673,8-57,1
565942,8-47,1
566080,8-37,2
566224,8-37,1
566697,8-44,1
566782,8-50,1
567216,8-39,1
567669,8-48,1
567929,8-35,1
568013,8-51,1
568152,8-49,2
568405,8-70,1
571517,8-21,3
571785,8-49,1
571953,8-38,4
572562,8-56,9
572948,8-51,2
573091,8-47,3
573782,8-16,1
573926,8-98,2
574440,8-27,4
575078,8-42,1
575190,8-29,2
